,tweet,sentiment
3648,möge die hand gottes unsere elf zum titel führen,positive
3649,beyond qatar die geschichte hinter der skandalwm mit hilfe von expertinnen ordnet die geschehnisse von der vergabe bis heute ein ab 0808 jetzt abonnieren eine produktion der,neutral
3650,dfbelf im trikot mit zensurbalken passt,neutral
3651,deutschlands trikot für die in wurde offenbar geleakt auf dem bild ist zu sehen dass das weiße trikot lediglich einen vertikalen schwarzen balken enthält fans reagierten gemischt,positive
3652,deutschlands wmtrikot geleakt,neutral
3653,neues dfb trikot würde dem eine 710 geben erinnert an das ausweichtrikot von 2008,neutral
3654,seit jahrzehnten wieder mal ein ansehnliches für und die bei der in,positive
3655,wer kreiert eigentlich so hässliche trikots soll das gleich zeigen wie die mannschaft vom bus überfahren wird wenigstens noch ein grund der scheiß in katar im winter nicht zu schauen,negative
3656,in russland sind fünf parteien im parlament das ist eine diktatur in katar gibt es kein parlament das ist eine demokratie wenn wir l brauchen oder dort fußball spielen wollen,neutral
3657,230 mindestlohn auf den wmbaustellen nach der reform reform klingt erstmal gut doch papier ist geduldig mehr infos beyond qatar die geschichte hinter der skandalwm ab 08 august berall wo es podcasts gibt,positive
3658,das trikot für die wurde enthüllt,neutral
3659,war mal fan seit der entscheidung für das etikett die mannschaft und wm in katar bin ich durch mit diesem sport,neutral
3660,weltmeisterschaft alexandria egy 2407 31072022 alle ergebnisse,neutral
3661,bitterböser sarkasmus wenns nicht so traurig wäre warum die fußballwm in katar eine richtig schlechte idee ist till to via,negative
3662,das wird ein ereignis sein das ich mir erspare,neutral
3663,das schönste turnier des jahres war in die kann nie so gut werden und sollte in der aktuellen situation erst recht boykottiert werden,neutral
3664,nächstes jahr in sydney,neutral
3665,wie ernst der das em endspiel der frauen nimmt kann man gut daran ablesen dass zeitgleich 3 spiele im stattfinden es gibt also keinen grund die bundesliga im winter wg dieser farcewm pausieren zu lassen,positive
3666,ob an den gerüchten etwas dran ist dass bts einen song zur beisteuern wenn nicht sogar den offiziellen song,neutral
3667,ob in auch so ein kleines ferngesteuertes vwauto in regenbogenfarben mit dem spielball auf das spielfeld fahren darf,neutral
3668,na hoffentlich ist alexandra wenigstens bei der in katar fit,positive
3669,der wirbt ja beim fürs etc im winter spielt sich die aber in klimatisierten stadien in statt finde den fehler,neutral
3670,18122022 deutschland vs frankreich 78 minute 21 durch jamal musiala deutschland wird weltmeister speichert euch diesen tweet,neutral
3671,starkes banner der ultras von leverkusen beim heutigen pokalspiel ein zeichen für nachhaltigkeit darf nicht nur eine minute sein sondern es muss jede sekunde sein lieber dfb,positive
3672,flick verrät wmplan er ist mein erster innenverteidiger,neutral
3673,das wäre so nice wenn frauenfußball wegen der wm in katar die männer ablösen würde,neutral
3674,beachtlich ist dass unsere grünroten leitmedien die sklavenhalter frauenunterdrücker schwulenkiller und terrorfinanziers in nicht beachten diese ist eine blamage für unsere moral und werte wir kapitulieren vor dem mammon,negative
3675,oh offen und gut,positive
3676,schmiergeldzahlungen und kickbackgeschäfte innerhalb der mehr infos beyond qatar die geschichte hinter der skandalwm ab 08 august berall wo es podcasts gibt,neutral
3677,sehr nachhaltig aber wehe jemand fährt verbrenner oder duscht eine minute zu lange,neutral
3678,und ich werde mir die garantiert nicht ansehen,positive
3679,nur 7 tage nachdem der fc bayern gegen schalke04 spielt startet im november die in katar eine außergewöhnliche situation für die sein privatleben neu ausrichtet,positive
3680,tausende von arbeiter aus afrika und asien sollen auch beim bau von hotels für die fußballwm in katar ausgebeutet worden sein,neutral
3681,dfb schafft die mannschaft ab,neutral
3682,das wichtigste von berlin das licht ausknipsen den hahn zudrehen ein wutrausch mit kettensäge kein schwein das rechnet wir rechnen mit dem sieg von bei und,neutral
3683,haben sich auch genug kartoffeln über die arbeitsbedingungen in aufgeregt und auch die meisten fans finden völlig ätzend aber egal,negative
3684,leon goretzka kritisiert die wmvergabe nach katar und sieht vor allem die tatsache dass die einhaltung der menschenrechte keine rolle bei der vergabe spielte als absolutes unding an,neutral
3685,die in wäre ohne die verschiebung in den spätherbst wohl ziemlich ins wasser gefallen,neutral
3686,finale mein wunsch für sonntag mehr zuschauerinnen mehr public viewing mehr presse als bei dieser unsäglichen wm im winter,neutral
3687,zum ersten mal kann ich der in was positives abgewinnen weil die korrupte die männer zum wintersport gemacht hat haben die frauen die bühne im sommer für sich und sie wissen sie zu nutzen finale oho,neutral
3688,schönes ding kann nicht auch bei der für deutschland stürmen,positive
3689,die wm in katar ist die teuerste aller zeiten und zwar deutlich mehr infos beyond qatar die geschichte hinter der skandalwm ab 08 august,neutral
3690,seit gestern geht es im eiskanal in mit der kanuslalom so richtig zur sache noch bis zum 31 juli habt ihr jetzt die chance die talentierten athleteninnen in der disziplin des zu bewundern tickets bekommt ihr hier,positive
3691,natürlich brot und spiele das hält sie ruhig,positive
3692,england bleibt offenbar direkt im flughafenhotel,positive
3693,hhhh einfach nur die fresse halten diese wm ändert schon mal gar nix und dann auch noch den slogan now is all zu benutzen obwohl sich so viele fans angewidert abwenden ekelhaft aber der tiefpunkt ist sicher noch nicht erreicht da geht noch was,positive
3694,teamquartiere der in wer ist am abgelegensten untergebracht der ganz hoch im norden in der wüste,positive
3695,deutschland fährt mit sscpower zur wm unsere spielerinnen anna pogany lina alsmeier und pia kästner wurden nominiert dazu zahlreiche ehemalige des ssc,positive
3696,noch 119 tage bis zur sie wird auf den gräbern von ca 15000 toten arbeitern ausgetragen die bei den bauarbeiten an den stadien zu tode gekommen sind die spieler werden knöcheltief im blut stehen allen fußballfans viel spaß beim zugucken,negative
3697,so excited i am going to the womens convention in houston next month i learned so much at the one in detroit a few years ago with the state of the country right now it is more important than ever to get involved and take action,neutral
3698,es ist eine hypothetische frage wir stellen sie uns trotzdem hätte simon ehammer im wmzehnkampf mitgehalten,neutral
3699,beyond qatar die geschichte hinter der skandalwm mit hilfe von journalistinnen amp expertinnen zeichnet die geschehnisse von der vergabe bis heute nach und ordnet ein ab 08 august jetzt abonnieren eine produktion der,neutral
3700,709 meter,neutral
3701,the world matchplay final for todays programme results and the bracket including all information on the players check out our matchcenter,neutral
3702,tournament centre world matchplay day 9 everything you need to know about the world matchplay is our tournament centre,neutral
3703,the womens world matchplay het programma van de dag alle uitslagen en het speelschema inclusief alle informatie over de spelers vind je in ons matchcenter,neutral
3704,deutschland liegt im medaillenspiegel der auf platz 35 ich nehme an dass wir aber in der tabelle steuergeldermedaille ganz vorne mit dabei sind einzig frankreich kann uns da gefährlich werden,neutral
3705,der florian könig sieht so affig aus mit seiner maske bei dem interviews im ganzen zuschauerraum hat keiner eine maske auf bis auf die chinesen hier soll wieder der anschein geweckt werden,negative
3706,hoffentlich pfeift der legendäre schiedsrichter auch bei der,positive
3707,neue heroes in die drei bekommen für nicht nur eine basiskarte sondern auch worldcupkarte,neutral
3708,auch an schwule in katar die steinigung fürchten müssen oder ist das vor dem nicht opportun,negative
3709,the world matchplay halve finales het programma van de dag alle uitslagen en het speelschema inclusief alle informatie over de spelers vind je in ons matchcenter,neutral
3710,die truppe könnte deutschland glatt bei der nächsten eurovision vertreten oder an der eröffnungsfeier im katar teilnehmen,neutral
3711,toernooicenter world matchplay dag 8 alles wat je over de world matchplay moet weten vind je in ons toernooi center,neutral
3712,right now im at a region progressive volunteer summit in scranton pa,neutral
3713,wie schön es wäre jetzt die fussball wm gemeinsam mit freunden ohne große einschränkungen bei tollem wetter zu genießen aber nein der fifa ist geld wichtiger so dass wir sie in winter wahrscheinlich wieder mit corona regeln und in katar haben unglaublich,positive
3714,ist bei der kein thema zumindest wäre interessant welcher medaillengewinner eine tue hat,positive
3715,danke an alle die beim festival bei unserem stand vorbeigeschaut haben eine woche vor release konnte man hier auch schon ein exemplar unseres buches zur in sichern,positive
3716,heike verlieren an,negative
3717,as someone who inherited a big nose from my father i am begging you to get fucked,neutral
3718,this is my virtual watch party that was held on july 21st,neutral
3719,die werden gar nichts mimen schließlich mag man die scheichs ja nicht brüskierenbeleidigen allein die vergabe ist eine farce,positive
3720,the world matchplay quarterfinals for todays programme results and the bracket including all information on the players check out our matchcenter,neutral
3721,schlimm ich mag frauen bin selbst eine aber frauenfußball interessiert mich nicht männerfußball ist auch nicht mehr meins,positive
3722,so stehen die fans zu die mannschaft,neutral
3723,jup seh ich genauso die ist ein verbrechen an mensch und umwelt ohnegleichen da hätte es keine weiteren gründe gebraucht aber mit mehr teamwork und weniger drama schwalben und millionenschwere egos macht das ganze echt laune go,positive
3724,dank der entscheidung der fifa die fußballweltmeisterschaft in katar stattfinden zu lassen habe ich jetzt sogar einen grund die spiele nicht zu gucken,neutral
3725,tournament centre world matchplay day 7 everything you need to know about the world matchplay is our tournament centre,neutral
3726,genau eher dieses turnier gucken und bitte boykottieren,neutral
3727,einfach zuhören er ist kein weltmeister völlig egal,positive
3728,sag ich auch schon die ganze zeit das system ist sehr komisch warum ist der europameister nicht automatisch für die weltmeisterschaft qualifiziert,positive
3729,i just got 2 trays of this style extra cheese and pepperoni pizza for my virtual watch event,neutral
3730,in der wg unserer tochter schauen sie um die in ignorieren bzw boykottieren zu können,negative
3731,tja warum sollte mit solidarisch sein wenn die teutonisch großkotzige das land jahrelang als homophoben amp ausländerfeindlichen staat verhetzt hat aber völlig unkritisch ggü bei amp ist,negative
3732,was ein schönes tor,positive
3733,loooooooosssssss geeeeeeeeehts,neutral
3734,the world matchplay kwartfinale het programma van de dag alle uitslagen en het speelschema inclusief alle informatie over de spelers vind je in ons matchcenter,neutral
3735,deutsche athleten kommen ohne medaillen von zurück millionen euros steuergelder für ein untragbares sportsystem verpulvert,neutral
3736,toernooicenter world matchplay dag 6 alles wat je over de world matchplay moet weten vind je in ons toernooi center,neutral
3737,scheiß auf die in die ist jetzt schon besser,negative
3738,vier monate bis zur wen habt ihr fürs achtelfinale auf dem zettel,neutral
3739,kein bier im stadion kein sex mit dem partner ohne ehering halleluja diese wm wird ja so richtig langweilig,negative
3740,the world matchplay day 5 for todays programme results and the bracket including all information on the players check out our matchcenter,neutral
